Actual,Probability
0,0.0006568155367621746
0,0.0002442531489553406
0,5.3328038771123155e-05
0,9.492321689081672e-05
0,3.9752881208174825e-05
0,4.1123813071586125e-05
0,5.103622766575274e-05
0,7.293671325883941e-05
0,0.00017651301252223574
0,5.352491725601248e-05
0,0.0001460038679318343
0,0.00010211082199494768
0,6.0370772206432044e-05
0,6.20988504376224e-05
0,4.364637699553516e-05
0,7.796592683826882e-05
0,5.6467719519603525e-05
0,7.54480476851034e-05
0,3.745459640780248e-05
0,4.096658296841434e-05
0,0.00043095166213180707
0,5.6215364054462225e-05
0,5.682200101302125e-05
0,0.0001690255924501955
0,6.438048495721294e-05
0,3.765349391587632e-05
0,0.00016471545736818408
0,7.57786098679502e-05
0,0.00013002591431765764
0,6.686892409926297e-05
0,6.515741398041818e-05
0,6.069411748172015e-05
0,5.541784632614221e-05
0,0.00015690602263885293
0,4.152729724355246e-05
0,0.0002556059075019343
0,4.2731965892954995e-05
0,3.957161581148096e-05
0,4.220146622033325e-05
0,9.84598824980631e-05
0,0.008337039182037405
0,4.441726696553533e-05
0,7.60803833619167e-05
0,3.80355655946931e-05
0,4.122783434970464e-05
0,6.236096871532842e-05
0,0.005086250068210329
0,5.9396699652230695e-05
0,8.884410443474719e-05
0,0.00024031192874993075
0,4.0971141457771716e-05
0,6.904381087346218e-05
0,4.568063991611248e-05
0,6.411149530289451e-05
0,7.043489942139347e-05
0,6.064367979869592e-05
0,3.732653065254253e-05
0,5.021933293877876e-05
0,4.678097329317648e-05
0,3.55708724838033e-05
0,7.798443188474967e-05
0,3.53816544175036e-05
0,5.284344330389802e-05
0,7.050119950354289e-05
0,4.2373367281176856e-05
0,4.877897387231476e-05
0,3.89325949513747e-05
0,0.00026401965053889087
0,0.00020390104127421
0,8.833222610882602e-05
0,4.052781748585244e-05
0,7.106918574924805e-05
0,4.4187857042859765e-05
0,5.544787555266374e-05
0,0.00012815730160033653
0,0.0009474949679293852
0,0.00010927417598087295
0,4.941471854569234e-05
0,3.695086129039103e-05
0,3.55708724838033e-05
0,0.0001822562152280988
0,3.928560154528925e-05
0,7.273902867505064e-05
0,0.00011374225934697103
0,4.783741901478159e-05
0,0.00036281840407190684
0,0.00011857471560824621
0,3.792795025012871e-05
0,0.00012977166414507906
0,4.283378193132483e-05
0,0.00024658756611035303
0,4.060413179162258e-05
0,4.41385486106059e-05
0,3.985355844389424e-05
0,4.07197851374221e-05
0,4.396203915128669e-05
0,0.00010281971596461666
0,4.73396068821496e-05
0,5.475563076667257e-05
0,0.00015214383841544933
0,3.783113400795058e-05
0,0.00022849178589067897
0,4.3619075028200046e-05
0,0.0002537463487306401
0,4.551585244697211e-05
0,0.000887685361260837
0,0.00011349975550349797
0,5.67480005895271e-05
0,4.975627554087727e-05
0,0.00019119078906750832
0,0.0007621949028335824
0,3.739819134912355e-05
0,0.00011381886014269061
0,7.791769980064929e-05
0,0.0002577688259725079
0,6.303832831014753e-05
0,3.572545450334097e-05
0,0.00030213255122098
0,6.342752734429521e-05
0,0.0001434909134952614
0,9.281791365316132e-05
0,7.605124699627002e-05
0,4.4074603236904946e-05
0,4.053773702547105e-05
0,0.0001148848583899298
0,6.775860033910995e-05
0,4.364973101966113e-05
0,7.144386044658143e-05
0,4.474213214428533e-05
0,0.00010510921682454089
0,9.248904337007624e-05
0,0.00012433696825390678
0,4.158955986797444e-05
0,5.2373781133236525e-05
0,6.0550983411982416e-05
0,5.0935908492735996e-05
0,0.0004218047686076402
0,3.4331940630343744e-05
0,3.9128165867477165e-05
0,3.7221860531486104e-05
0,4.13211455468979e-05
0,0.010309737465851064
0,4.537153690316174e-05
0,0.0001394933196717987
0,5.022116207657888e-05
0,0.00022914229066537696
0,0.00018450763276011716
0,0.00025237922830456027
0,0.00014921065793011302
0,4.5264710046690775e-05
0,5.659750943403251e-05
0,0.00011642649999197614
0,4.844962322128173e-05
0,4.9619371027268744e-05
0,3.849263655448609e-05
0,3.6205666116611776e-05
0,5.598530559031092e-05
0,4.127752426067851e-05
0,7.72505128329503e-05
0,5.2168467701777514e-05
0,0.00010367882006098321
0,3.709848161160367e-05
0,0.006307110831529397
0,3.891693957417448e-05
0,0.00011833395698678046
0,0.00026276799545432624
0,0.00021884751913742615
0,4.298148240801073e-05
0,4.95705386319996e-05
0,3.917560220345113e-05
0,3.7035588997070484e-05
0,3.6270132780551314e-05
0,0.00033467698145716
0,5.842054252004735e-05
0,3.94921587264723e-05
0,0.00013430614380875676
0,0.00010001358485918178
0,4.9036359027531645e-05
0,0.00019393328115548868
0,5.379393735325593e-05
0,8.01769213730149e-05
0,5.207610610699464e-05
0,0.00015062269160842428
0,5.063884123840626e-05
0,3.866914424152944e-05
0,3.676178260092425e-05
0,3.8203518219344186e-05
0,3.870061509297144e-05
0,4.502494183535815e-05
0,5.055245453623836e-05
0,0.0006959469321049431
0,3.7619733777845153e-05
0,0.00011041492384421779
0,0.0003051841423495202
0,8.184171318599427e-05
0,3.8172610249672565e-05
0,7.497663935283801e-05
0,3.714834695782064e-05
0,4.101206187732389e-05
0,0.00010834849067558449
0,4.4808859234492145e-05
0,5.187011221204604e-05
0,5.345343228569372e-05
0,5.229972714630489e-05
0,4.071004682270059e-05
0,4.087194566347938e-05
0,6.379729148702038e-05
0,3.920720159389496e-05
0,0.0010112159398210248
0,0.00028347783265015225
0,0.00018314673706129475
0,5.694326851696757e-05
0,5.40483353840305e-05
0,0.00024850362139636
0,4.40657758383798e-05
0,6.495586783014076e-05
0,6.560865118242793e-05
0,5.25744446547809e-05
0,3.790190253156997e-05
0,4.008135669084891e-05
0,3.898020629408808e-05
0,8.453911305619721e-05
0,6.704070968515104e-05
0,4.6873813967858864e-05
0,4.88549320526874e-05
0,4.1967369982363404e-05
0,7.087593440384045e-05
0,8.24057650115394e-05
0,6.580747933769282e-05
0,7.872855117465103e-05
0,8.77150177912596e-05
0,4.3594407191175834e-05
0,5.045542380257379e-05
0,5.9008651521019265e-05
0,6.131534744636402e-05
0,6.26559907522427e-05
0,0.00011955804030409217
0,5.686310939688078e-05
0,4.059661265316066e-05
0,4.513233516281227e-05
0,3.934002711300945e-05
0,4.610838131264264e-05
0,0.0001255645632678927
0,3.8356350650669935e-05
0,3.981964437967835e-05
0,9.529521132079669e-05
0,3.9874732743681145e-05
0,3.714834695782064e-05
0,3.8280941917624504e-05
0,4.627159289650051e-05
0,4.864411882868062e-05
0,4.8060408496282126e-05
0,3.963186518148391e-05
0,4.1390051815614674e-05
0,0.0004293802866871983
0,0.0005147298072732331
0,4.6482673594593684e-05
0,0.0004394884987387827
0,6.964334679528357e-05
0,0.01194061072073914
0,6.89187276297812e-05
0,3.742036670547821e-05
0,7.095896652941083e-05
0,5.4027160068810504e-05
0,3.714834695782064e-05
0,4.646425662797401e-05
0,0.0001102774788254918
0,5.277726192199077e-05
0,9.218475954699584e-05
0,5.2605647957360485e-05
0,0.0004027181541971489
0,7.134444069816985e-05
0,0.0005951025127596388
0,4.4737036297468986e-05
0,5.749220932051837e-05
0,0.00010350302932443599
0,3.8510201160992387e-05
0,4.481719376793588e-05
0,6.543156563767396e-05
0,5.1988219882666997e-05
0,7.34801556389045e-05
0,5.387045566864558e-05
0,0.00027563086969833035
0,5.0655023037300083e-05
0,0.0003442032018226469
0,9.034386701698148e-05
0,4.885871253529693e-05
0,4.060743709479149e-05
0,0.0007321232387905044
0,0.00013475384553564594
0,4.026152675373001e-05
0,6.151459611758171e-05
0,6.410452453300574e-05
0,0.003260543443992256
0,9.649110478673756e-05
0,0.0004781872356780742
0,4.8493197169628834e-05
0,0.000603162595842853
0,0.0001563749389305199
0,4.043462751599802e-05
0,9.978153523071114e-05
0,8.026329149976823e-05
0,5.903206768813723e-05
0,7.909224041565426e-05
0,0.00011860811762521943
0,0.011658203909412785
0,4.29273705203145e-05
0,7.868818267767084e-05
0,3.6888028683351135e-05
0,4.9653107961196624e-05
0,0.0009019753824300503
0,4.1550996315254114e-05
0,0.0002967059645234261
0,3.712324743720013e-05
0,4.00023897064233e-05
0,0.00015880156068320763
0,7.491230965978767e-05
0,4.491414115749459e-05
0,5.515493885749123e-05
0,9.999729535747285e-05
0,4.066306410936147e-05
0,0.000123339028899691
0,5.7093715955560487e-05
0,4.554857433455736e-05
0,5.1781030286644663e-05
0,0.0001869028996397882
0,5.270619884724943e-05
0,0.00011716874477989702
0,4.063557629610881e-05
0,0.00011748299025322187
0,5.384790540242843e-05
0,0.00016744595030215447
0,6.432171900899883e-05
0,0.00012795412557517168
0,0.00022663834752218912
0,4.209569914668484e-05
0,4.1420077412948556e-05
0,9.085988536851194e-05
0,0.00013444116877807922
0,3.714834695782064e-05
0,0.016996266074850372
0,5.1410874948611213e-05
0,5.3853099057809055e-05
0,0.00010139343096362382
0,6.097191184697353e-05
0,8.527777531216319e-05
0,4.3921960505917046e-05
0,6.800243845361279e-05
0,3.82318691484037e-05
0,0.0005437652635536309
0,6.77668209673179e-05
0,0.00012734213835523115
0,6.101608495672179e-05
0,3.685783337936981e-05
0,0.00018643561797491932
0,6.0752515529073814e-05
0,3.6991021322876616e-05
0,0.0001975493948449408
0,0.0001403766835202302
0,5.933430896026372e-05
0,6.0757222517413276e-05
0,4.8172883318125274e-05
0,4.745007992665334e-05
0,4.030359442760757e-05
0,4.364204741228329e-05
0,8.522846644130995e-05
0,0.000328014262615059
0,5.346937215199691e-05
0,5.120132317937881e-05
0,5.0351065673388764e-05
0,8.99827977463884e-05
0,6.737767847718138e-05
0,0.00033808657124878355
0,0.010120496780012143
0,3.8514032202751666e-05
0,0.007594255780326303
0,8.787978148362055e-05
0,4.0878986536889815e-05
0,5.593121539734626e-05
0,3.962491729789251e-05
0,3.736689266751765e-05
0,3.9506939157791e-05
0,8.104901623535829e-05
0,4.848668652430002e-05
0,3.812973336553068e-05
0,3.82673545107925e-05
0,6.539205419207162e-05
0,0.00014898267659292533
0,3.673153119010189e-05
0,6.464573676167499e-05
0,0.001816525493323702
0,8.54224075470351e-05
0,0.00027055469709879096
0,0.00021017285327119237
0,6.282591564392324e-05
0,0.000856996002635137
0,0.00023896698795600795
0,8.453567092831595e-05
0,0.0002321599962680263
0,5.2025122428156735e-05
0,3.9881269429848325e-05
0,0.00021782182457668052
0,8.164211700784538e-05
0,5.812482385379617e-05
0,9.241556281435167e-05
0,4.049876159086915e-05
0,5.307829940773661e-05
0,0.00021263806910069562
0,7.954051487654933e-05
0,5.4868350692033786e-05
0,5.146245439392924e-05
0,6.640446946537442e-05
0,0.0015001449780433984
0,6.42822371331821e-05
0,0.00022398387767906875
0,3.4790427962765375e-05
0,0.0008370846416293465
0,0.023970557614788997
0,4.961736239962712e-05
0,0.00012162693747218883
0,0.00011030913972725542
0,4.869276087072615e-05
0,0.00016521640406128523
0,0.00017724385553588375
0,7.443198934794571e-05
0,0.00014466627914951573
0,7.838640925637151e-05
0,5.172176534187449e-05
0,4.169086533421421e-05
0,4.904614739167838e-05
0,7.293438723782699e-05
0,0.0002971671082081006
0,4.153300227327021e-05
0,5.309915537084206e-05
0,0.0001368089718674898
0,3.9958002665926236e-05
0,7.982578847345116e-05
0,7.1492819489733e-05
0,0.0001623063860233819
0,6.619944239042188e-05
0,4.301909095397693e-05
0,0.00011183555313559156
0,6.653532913790394e-05
0,0.00010629519299459322
0,7.245338627775241e-05
0,7.134444069816985e-05
0,0.00025338273053047885
0,4.313118391416104e-05
0,0.0003518800602443016
0,4.1669724119472206e-05
0,0.0001337531920918879
0,5.720363746557549e-05
0,5.967891366470835e-05
0,7.461843710304146e-05
0,6.435892128873212e-05
0,6.216184684417525e-05
0,4.6752043098125765e-05
0,0.0001992568840405192
0,9.28392005417015e-05
0,6.73232313924659e-05
0,4.967224118162617e-05
0,4.9752910829876935e-05
0,7.28547286893505e-05
0,4.7165210141505156e-05
0,4.9589750802067824e-05
0,3.665479317413376e-05
0,5.407812167620204e-05
0,6.943929237460206e-05
0,8.594742161586754e-05
0,5.106303206153556e-05
0,3.688909658028728e-05
0,5.044175487458697e-05
0,0.00012345809208920804
0,0.00025692536080412385
0,0.00013118127925325796
0,4.5185045847632984e-05
0,4.073287882670725e-05
0,5.6706444626267386e-05
0,0.00014353831456936114
0,0.013347222649163399
0,5.7562426838559325e-05
0,7.783971345765065e-05
0,7.773673781635273e-05
0,9.307255067002282e-05
0,0.00013698615175429695
0,5.4991337778484086e-05
0,4.786508074470426e-05
0,0.00023589032182505705
0,3.8325225005144673e-05
0,5.40483353840305e-05
0,5.763424260268557e-05
0,4.104806966087912e-05
0,3.790192276182478e-05
0,0.00010437296588676724
0,3.447653531902481e-05
0,3.84514275043068e-05
0,3.572859217127454e-05
0,3.714834695782064e-05
0,0.0005935271069655218
0,0.0007503843123248567
0,0.0001665037292535327
0,4.3555973614560934e-05
0,0.0034639840255356637
0,6.153579070635106e-05
0,6.978702810475473e-05
0,9.849795958380634e-05
0,0.00019444129010570417
0,5.1293248580258196e-05
0,0.0001458718614611236
0,0.000539671560566563
0,5.257642667474072e-05
0,5.8839282461900485e-05
0,3.935001886854701e-05
0,5.6880222275459246e-05
0,0.0001791169647551415
0,0.0007910434587092057
0,0.005054198527037056
0,4.481508074522153e-05
0,6.101096622532672e-05
0,7.866861740095385e-05
0,6.024723487395761e-05
0,9.58987630441724e-05
0,4.097722190525463e-05
0,4.520058601772283e-05
0,8.518000999634257e-05
0,5.624568607474104e-05
0,0.0001044604226498476
0,3.8571401948966055e-05
0,3.760981608647654e-05
0,0.0001697391415194328
0,5.818492787156998e-05
0,3.919960358613825e-05
0,0.00024189969217635335
0,0.0034392608731797646
0,0.00012187943739933633
0,0.0001784262111657762
0,8.013486228543093e-05
0,4.628283211524608e-05
0,9.693745137056835e-05
0,8.258899835150954e-05
0,5.723448529007165e-05
0,7.139747141612148e-05
0,4.142711939394405e-05
0,4.1715990978764654e-05
0,0.0006280158594510066
0,0.00012964089411660854
0,5.6087644546370656e-05
0,3.704486488297736e-05
0,3.815086450982763e-05
0,0.00018283443165545098
0,8.465200462651796e-05
0,6.656081350742536e-05
0,5.824364322918805e-05
0,7.264678632287215e-05
0,5.259205072093997e-05
0,0.0001432405752070106
0,6.934157409577836e-05
0,7.345863447700705e-05
0,0.0003032547948399673
0,9.99121706682654e-05
0,6.68183791521956e-05
0,0.00010262896361992767
0,9.612775938890957e-05
0,0.00016673428622975136
0,4.6409261949969564e-05
0,4.0887516984981195e-05
0,5.231312078832196e-05
0,4.8660231635693704e-05
0,0.00028544988906225357
0,3.63307730049724e-05
0,5.246779893445147e-05
0,3.801393643879682e-05
0,0.0019300131990593714
0,3.837243769364236e-05
0,3.815357341075191e-05
0,4.7820243074227345e-05
0,4.6640280105954186e-05
0,0.00011585441761080022
0,6.558258358725277e-05
0,3.9101405796851936e-05
0,0.0002801989431257215
0,5.328048536991154e-05
0,4.854821927000691e-05
0,7.871648685630262e-05
0,4.185212736540426e-05
0,7.466294232138422e-05
0,0.00010462520619162682
0,6.396894832777084e-05
0,7.134444069816985e-05
0,9.479999543983745e-05
0,0.0003571037655908075
0,0.00013971200499541116
0,0.00022698388162813757
0,0.00012124723241137824
0,8.568491506199201e-05
0,0.00010274018182014207
0,8.373102767768198e-05
0,8.791954436549568e-05
0,0.0004263249774759971
0,0.0001424268042824499
0,4.0047256474201765e-05
0,4.8361467884424435e-05
0,8.885283375729028e-05
0,4.263185929492712e-05
0,3.703742118537856e-05
0,4.1124980596488864e-05
0,0.0002866291992074046
0,4.304826801265065e-05
0,5.131110349493012e-05
0,3.894388369548348e-05
0,6.0063715326707086e-05
0,0.0003156067002951672
0,0.0003282743079081964
0,6.153093000527439e-05
0,6.425955627774107e-05
0,3.965032760792232e-05
0,3.720338209108052e-05
0,4.0327379861252874e-05
0,0.0002967430202863695
0,0.00011538509676347486
0,6.2266954329569e-05
0,3.944397185336341e-05
0,8.173029148016592e-05
0,6.564214070415316e-05
0,5.4070113446750125e-05
0,0.0051590102128160845
0,0.008352498841609364
0,0.0009742364115559062
0,4.481508074522153e-05
0,5.0655023037300083e-05
0,5.638200274461473e-05
0,6.850882458695453e-05
0,4.345225539962881e-05
0,4.207911019633987e-05
0,5.435274761598852e-05
0,5.267847820250954e-05
0,0.00010824705188522937
0,0.0002758276783447142
0,3.8509657748046296e-05
0,6.389224962825743e-05
0,4.0237026473210716e-05
0,0.0001996355641286943
0,4.2048001582487025e-05
0,0.0003532860975847994
0,8.396696586613942e-05
0,3.948736329423821e-05
0,5.571904014110116e-05
0,8.875757608952956e-05
0,5.2726808367933684e-05
0,3.817540127072707e-05
0,4.4311852297516454e-05
0,0.0001416048525020544
0,0.00013951368667969647
0,3.785184569073113e-05
0,0.00015174423995816243
0,0.00015445431275524536
0,4.178399268261574e-05
0,5.388128584900609e-05
0,0.0023965123182316645
0,8.363893051740543e-05
0,6.035022199708679e-05
0,4.522393078960899e-05
0,4.674768424321911e-05
0,6.609744613060625e-05
0,4.296708909897016e-05
0,3.4972891538896714e-05
0,5.790404268810987e-05
0,0.00036812543018303624
0,8.122422820571688e-05
0,5.8857539382863456e-05
0,6.150961432660444e-05
1,0.915642857142857
0,3.753522676838816e-05
0,0.0002515765163751669
0,0.00011872327060007189
0,5.6401130633456314e-05
0,5.7240228450195624e-05
0,0.00019517970712032686
0,7.57642809781317e-05
0,5.7505753500284193e-05
0,7.76563756554619e-05
0,3.972968887170582e-05
0,0.00017151127147185162
0,3.844349798209186e-05
0,9.093717563958554e-05
0,0.0001932550370139215
0,0.000161411232442284
0,8.410530228193727e-05
0,0.0004206668360861935
0,0.000161848474091784
0,4.2642851704180696e-05
0,4.8968202404980786e-05
0,0.00022365962615977772
0,3.7748640713537095e-05
0,6.736914809569914e-05
0,6.643135968895232e-05
0,5.6177897225976045e-05
0,3.912325573394769e-05
0,6.662141734918597e-05
0,4.159636741651339e-05
0,3.814411658902907e-05
0,5.145697497754305e-05
0,9.091224296025201e-05
0,0.017319852506351895
0,7.802386291796974e-05
0,3.694813612693305e-05
0,0.0013058733798123035
0,0.00010211420436180904
0,5.145003313318987e-05
0,0.0001953065212024919
0,0.00021097998172485083
0,0.0004558520844642277
0,6.792515223457e-05
0,6.364577136797324e-05
0,4.008864907643066e-05
0,5.227153748781883e-05
0,0.000475942855428864
0,6.726725638297341e-05
0,4.028850695253717e-05
0,3.80676668315546e-05
0,5.108837031358879e-05
0,0.00016140486638675553
0,3.714834695782064e-05
0,4.630276429408006e-05
0,5.398476227470294e-05
0,8.014391417397082e-05
0,3.599176631541163e-05
0,6.222175697989172e-05
0,4.58494190059203e-05
0,0.00010203600645312239
0,3.888664403401196e-05
0,5.1686225481052984e-05
0,4.050604337676822e-05
0,3.723572083389271e-05
0,4.3773111645652835e-05
0,0.0005156256471135784
0,5.9490427480404436e-05
0,0.00039609031327770617
0,5.835915444105969e-05
0,3.829147125625392e-05
0,3.930747285269581e-05
0,0.000162492371849774
0,5.164562687296186e-05
0,0.006073778962931729
0,8.45506104943599e-05
0,4.214177858270534e-05
0,3.9043771884999384e-05
0,8.645358266776615e-05
0,3.797245044791327e-05
0,6.523955010628727e-05
0,5.240411222317419e-05
0,6.398755805672443e-05
0,0.00015414208742507924
0,0.00014265742527240358
0,5.646640903048411e-05
0,5.55687306786362e-05
0,3.802688993274587e-05
0,0.0006064258820028185
0,0.00038439537391167343
0,0.0009634359444369247
0,3.9881269429848325e-05
0,5.5192544555487294e-05
0,6.570829117280049e-05
0,4.485379651819024e-05
0,0.00011008708606989862
0,3.735923377723889e-05
0,8.111366383539413e-05
0,7.263524582721867e-05
0,5.623522229072287e-05
0,4.928614364605888e-05
0,7.598427443918294e-05
0,4.134813850861894e-05
0,6.47142956553053e-05
0,7.448659575538124e-05
0,0.0002693916667587873
0,3.822018932194736e-05
0,3.807597449954791e-05
0,0.0002988399754326776
0,4.679630609014159e-05
0,3.873874133081701e-05
0,0.00019947790753410374
0,0.0007570807355473867
0,6.383831077833637e-05
0,8.539989066411683e-05
0,4.5828565677799384e-05
0,0.00014451610081861916
0,6.422150651396354e-05
0,6.35765983776246e-05
0,4.333428409277597e-05
0,4.0607220419624345e-05
0,6.469309463605892e-05
0,4.864411882868062e-05
0,5.1775657236231365e-05
0,0.0002638418657370819
0,5.994010823743457e-05
0,5.454539851483671e-05
0,0.00028883775966419224
0,0.0005462718084111392
0,7.67051010428465e-05
0,4.4288173540053327e-05
0,4.099153828484472e-05
0,4.014196940307131e-05
0,5.400554244738657e-05
0,3.78686134816126e-05
0,4.657591072025717e-05
0,7.329799378329425e-05
0,4.184656669820275e-05
0,0.00020208997701228024
0,4.930643832326624e-05
0,5.386673475937803e-05
0,6.839805551700231e-05
0,0.014496128179146323
0,0.00024256182618667747
0,8.002051749582092e-05
0,0.00023531122581560708
0,8.211820807220582e-05
0,4.1609485643704546e-05
0,3.422538894514547e-05
0,0.00013819353295989838
0,8.886917136702978e-05
0,3.929220681189065e-05
0,0.00021273054431784845
0,6.861439948922625e-05
0,4.888508490664887e-05
0,6.662167966907072e-05
0,0.00012941866774565476
0,0.0002987272274623752
0,7.581004949905761e-05
0,9.620198433860761e-05
0,6.246231702584199e-05
0,5.276773708697108e-05
0,3.921167404250307e-05
0,0.0001738600331059581
0,5.613874177700407e-05
0,0.0001364083041625434
0,3.853949989511647e-05
0,6.390975084228165e-05
0,3.822018932194736e-05
0,0.00010333327113740224
0,5.292617922299313e-05
0,3.9417449101913446e-05
0,7.445609662360717e-05
0,3.491091438976122e-05
0,3.555673787634775e-05
0,4.465624547897023e-05
0,7.05919661946686e-05
0,4.706382037358928e-05
0,6.1207856638759e-05
0,0.002145512229898649
0,3.5618244737689136e-05
0,6.0564991305376095e-05
0,4.827717855453847e-05
0,5.2789399009900565e-05
0,0.000252370883611842
0,0.00014761353394839483
0,4.753609326213112e-05
0,0.00028660609816942193
0,0.00014681550470210835
0,0.0009137794305874034
0,0.0012322973069884007
0,7.815491298673307e-05
0,4.436574840596736e-05
0,0.00012856591973044586
0,7.435325127782682e-05
0,9.388962387550443e-05
0,3.694813612693305e-05
0,0.0001714495454426485
0,0.0002171238281688379
0,6.738189515605987e-05
0,5.95526388978798e-05
0,0.00032998828115012507
0,5.872692990386735e-05
0,5.56460006998569e-05
0,9.627428629926847e-05
0,4.7560368841504965e-05
0,8.822221015250283e-05
0,4.46838718308063e-05
0,5.124868320977378e-05
0,6.005999774876418e-05
0,6.341561955503694e-05
0,6.82440486409748e-05
0,4.339214763851681e-05
0,3.773422672325063e-05
0,4.8811493574683855e-05
0,0.0006710937352023917
0,6.960657217186334e-05
0,4.721661009008083e-05
0,7.286418354062822e-05
0,4.6891896722886025e-05
0,8.058857590407844e-05
0,3.756726324487868e-05
0,0.00016897784431298618
0,0.00010732893211596223
0,6.182786446844934e-05
0,7.05653393886118e-05
0,0.00031769998127263076
0,7.293025816037176e-05
0,3.774880250192284e-05
0,0.00053079161665886
0,0.0001136347707179562
0,6.409458292658173e-05
0,0.00010072614775057498
0,5.1622904167032425e-05
0,0.00013021582386537123
0,8.030960466918391e-05
0,0.00014950759231484743
0,5.100869093629489e-05
0,0.0001277985817771883
0,4.5323210826522337e-05
0,3.821475866896352e-05
0,7.012778342501285e-05
0,8.070818767430488e-05
0,4.523110236860924e-05
0,4.1666142176621086e-05
0,3.962491729789251e-05
0,5.160924193533024e-05
0,4.857555602219878e-05
0,6.129254957974796e-05
0,0.0003083539899614948
0,3.729427667861788e-05
0,0.00021466404418699693
